id,title,authors,venue,year
"conf/sigmod/MiloAABN03","Exchanging Intensional XML Data","T Milo, S Abiteboul, B Amann, O Benjelloun, F Ngoc","SIGMOD Conference",2003
"conf/vldb/TsatalosSI94","The GMAP: A Versatile Tool for Physical Data Independence","O Tsatalos, M Solomon, Y Ioannidis","VLDB",1994
"journals/sigmod/TianDCZ02","The Design and Performance Evaluation of Alternative XML Storage Strategies","F Tian, D DeWitt, J Chen, C Zhang","SIGMOD Record",2002
"journals/sigmod/Dogac02","Guest Editor's Introduction","N/A","N/A",2002
"conf/vldb/ChaudhuriS94","Including Group-By in Query Optimization","S Chaudhuri, K Shim","VLDB",1994
"conf/vldb/MatthesS94","Persistent Threads","F Matthes, J Schmidt","VLDB",1994
"journals/sigmod/SommerGB02","The n-Tier Hub Technology","R Sommer, T Gulledge, D Bailey","SIGMOD Record",2002
"journals/sigmod/Cingil02","Supporting Global User Profiles Through Trusted Authorities","I Cingil","SIGMOD Record",2002
"conf/vldb/DavisonG94","Memory-Contention Responsive Hash Joins","D Davison, G Graefe","VLDB",1994
"journals/sigmod/QuixSJ02","Business Data Management for B2B Electronic Commerce","C Quix, M Schoop, M Jeusfeld","SIGMOD Record",2002
"conf/vldb/MedianoCD94","V-Trees - A Storage Method for Long Vector Data","M Mediano, M Casanova, M Dreux","VLDB",1994
"conf/vldb/GaasterlandL94","Qualified Answers That Reflect User Needs and Preferences","T Gaasterland, J Lobo","VLDB",1994
"journals/sigmod/CuiJO02","Semantic B2B Integration: Issues in Ontology-based Applications","Z Cui, D Jones, P O'Brien","SIGMOD Record",2002
"conf/vldb/LitwinNS94","RP*: A Family of Order Preserving Scalable Distributed Data Structures","W Litwin, M Neimat, D Schneider","VLDB",1994
"journals/sigmod/Bussler02","The Role of B2B Engines in B2B Integration Architectures","C Bussler","SIGMOD Record",2002
"journals/sigmod/BallMRZ02","Supply Chain Infrastructures: System Integration and Information Sharing","M Ball, M Ma, L Raschid, Z Zhao","SIGMOD Record",2002
"conf/vldb/ChawatheCY94","On Index Selection Schemes for Nested Object Hierarchies","S Chawathe, M Chen, P Yu","VLDB",1994
"journals/sigmod/Winslett02","Interview with Avi Silberschatz","N/A","N/A",2002
"conf/vldb/SistlaYH94","Reasoning About Spatial Relationships in Picture Retrieval Systems","A Sistla, C Yu, R Haddad","VLDB",1994
"journals/sigmod/Grefen02","What Will Be - Book Review","N/A","N/A",2002
"conf/vldb/LuOT94","On Spatially Partitioned Temporal Join","H Lu, B Ooi, K Tan","VLDB",1994
"conf/vldb/HjelsvoldM94","Modelling and Querying Video Data","R Hjelsvold, R Midtstraum","VLDB",1994
"journals/sigmod/Stonebraker02","Too Much Middleware","M Stonebraker","SIGMOD Record",2002
"conf/vldb/PirotteZMY94","Materialization: A Powerful and Ubiquitous Abstraction Pattern","A Pirotte, E Zimányi, D Massart, T Yakusheva","VLDB",1994
"journals/sigmod/Suciu02","The XML Typechecking Problem","D Suciu","SIGMOD Record",2002
"journals/sigmod/GobleR02","Report on the 18th British National Conference on Databases (BNCOD)","N/A","N/A",2002
"conf/vldb/NgY94","Maximizing Buffer and Disk Utilizations for News On-Demand","R Ng, J Yang","VLDB",1994
"journals/sigmod/RossKMV02","Reminiscences on Influential Papers","N/A","N/A",2002
"conf/vldb/PoulovassilisS94","Investigation of Algebraic Query Optimisation Techniques for Database Programming Languages","A Poulovassilis, C Small","VLDB",1994
"conf/vldb/XieH94","Join Index Hierarchies for Supporting Efficient Navigations in Object-Oriented Databases","Z Xie, J Han","VLDB",1994
"journals/sigmod/Elderini02","Letter to SIGMOD Record Editor","N Elderini","N/A",2002
"conf/vldb/KamelF94","Hilbert R-tree: An Improved R-tree using Fractals","I Kamel, C Faloutsos","VLDB",1994
"journals/sigmod/Snodgrass02","Why I Like Working in Academia","R Snodgrass","SIGMOD Record",2002
"journals/sigmod/VassiliadisS99","A Survey of Logical Models for OLAP Databases","P Vassiliadis, T Sellis","SIGMOD Record",1999
"conf/sigmod/LakshmananPZ03","QC-Trees: An Efficient Summary Structure for Semantic OLAP","L Lakshmanan, J Pei, Y Zhao","SIGMOD Conference",2003
"journals/sigmod/JacobS99","FinTime - A Financial Time Series Benchmark","K Jacob, D Shasha","SIGMOD Record",1999
"conf/sigmod/WitkowskiBBDFGSS03","Spreadsheets in RDBMS for OLAP","A Witkowski, S Bellamkonda, T Bozkaya, G Dorman, N Folkert, A Gupta, L Sheng, S Subramanian","SIGMOD Conference",2003
"conf/sigmod/GuoSBS03","XRANK: Ranked Keyword Search over XML Documents","L Guo, F Shao, C Botev, J Shanmugasundaram","SIGMOD Conference",2003
"journals/sigmod/KempsterST99","Diluting ACID","T Kempster, C Stirling, P Thanisch","SIGMOD Record",1999
"conf/sigmod/Al-KhalifaYJ03","Querying Structured Text in an XML Database","S Al-Khalifa, C Yu, H Jagadish","SIGMOD Conference",2003
"journals/sigmod/GatziuJSV99","Design and Management of Data Warehouses: Report on the DMDW'99 Workshop","S Gatziu, M Jeusfeld, M Staudt, Y Vassiliou","SIGMOD Record",1999
"conf/sigmod/WangPFY03","ViST: A Dynamic Index Method for Querying XML Data by Tree Structures","H Wang, S Park, W Fan, P Yu","SIGMOD Conference",2003
"journals/sigmod/Franklin99b","Editor's Notes","M Franklin","SIGMOD Record",1999
"conf/sigmod/SionAP03","Rights Protection for Relational Data","R Sion, M Atallah, S Prabhakar","SIGMOD Conference",2003
"journals/sigmod/EisenbergM00","SQL Standardization: The Next Steps","A Eisenberg, J Melton","SIGMOD Record",2000
"journals/sigmod/RossFLOSSVW00","Reminiscences on Influential Papers","N/A","N/A",2000
"conf/sigmod/AgrawalES03","Information Sharing Across Private Databases","R Agrawal, A Evfimievski, R Srikant","SIGMOD Conference",2003
"journals/sigmod/DongS00","Incremental Maintenance of Recursive Views Using Relational Calculus/SQL","G Dong, J Su","SIGMOD Record",2000
"conf/sigmod/SchleimerWA03","Winnowing: Local Algorithms for Document Fingerprinting","S Schleimer, D Wilkerson, A Aiken","SIGMOD Conference",2003
"conf/sigmod/JohnsonD03","Data Quality and Data Cleaning: An Overview","T Johnson, T Dasu","SIGMOD Conference",2003
"journals/sigmod/Jagadish00","ACM-SIGMOD Digital Review","H Jagadish","SIGMOD Record",2000
"journals/sigmod/CeriKKLOSV00","SIGMOD Sister Societies","S Ceri, L Kalinichenko, M Kitsuregawa, H Lu, Z Özsoyoglu, R Snodgrass, V Vianu","SIGMOD Record",2000
"conf/sigmod/GuptaLM03","BIRN-M: A Semantic Mediator for Solving Real-World Neuroscience Problems","A Gupta, B Ludäscher, M Martone","SIGMOD Conference",2003
"conf/sigmod/AgrawalK03","A System for Watermarking Relational Databases","R Agrawal, P Haas, J Kiernan","SIGMOD Conference",2003
"journals/sigmod/Snodgrass00","Chair's Message","N/A","N/A",2000
"journals/sigmod/PaepckeGRC00","Beyond Document Similarity: Understanding Value-Based Search and Browsing Technologies","A Paepcke, H Garcia-Molina, G Rodríguez-Mulà, J Cho","SIGMOD Record",2000
"conf/sigmod/AbadiCCCCEGHMRSSTXYZ03","Aurora: A Data Stream Management System","D Abadi, D Carney, U Çetintemel, M Cherniack, C Convey, C Erwin, E Galvez, M Hatoun, A Maskey, A Rasin, A Singer, M Stonebraker, N Tatbul, Y Xing, R Yan, S Zdonik","SIGMOD Conference",2003
"conf/sigmod/Ullman03","Improving the Efficiency of Database-System Teaching","J Ullman","SIGMOD Conference",2003
"journals/sigmod/BonifatiC00","Comparative Analysis of Five XML Query Languages","A Bonifati, S Ceri","SIGMOD Record",2000
"journals/sigmod/LiefkeS00","An Extensible Compressor for XML Data","H Liefke, D Suciu","SIGMOD Record",2000
"conf/sigmod/2003","Proceedings of the 2003 ACM SIGMOD International Conference on Management of Data, San Diego, California, USA, June 9-12, 2003","N/A","N/A",2003
"journals/sigmod/Vassilakis00","An Optimisation Scheme for Coalesce/Valid Time Selection Operator Sequences","C Vassilakis","SIGMOD Record",2000
"conf/sigmod/Mamoulis03","Efficient Processing of Joins on Set-valued Attributes","N Mamoulis","SIGMOD Conference",2003
"journals/sigmod/PourabbasR00","Hierarchies and Relative Operators in the OLAP Environment","E Pourabbas, M Rafanelli","SIGMOD Record",2000
"conf/sigmod/JagatheesanR03","Data Grid Management Systems","A Jagatheesan, A Rajasekar","SIGMOD Conference",2003
"conf/sigmod/ChengKP03","Evaluating Probabilistic Queries over Imprecise Data","R Cheng, D Kalashnikov, S Prabhakar","SIGMOD Conference",2003
"journals/sigmod/RoddickABDEGHLMMMW00","Evolution and Change in Data Management - Issues and Directions","J Roddick, L Al-Jadir, L Bertossi, M Dumas, F Estrella, H Gregersen, K Hornsby, J Lufter, F Mandreoli, T Männistö, E Mayol, L Wedemeijer","SIGMOD Record",2000
"conf/sigmod/OlstonJW03","Adaptive Filters for Continuous Queries over Distributed Data Streams","C Olston, J Jiang, J Widom","SIGMOD Conference",2003
"journals/sigmod/LabrinidisR00","Generating Dynamic Content at Database-Backed Web Servers: cgi-bin vs. mod_perl","A Labrinidis, N Roussopoulos","SIGMOD Record",2000
"journals/sigmod/Palpanas00","Knowledge Discovery in Data Warehouses","T Palpanas","SIGMOD Record",2000
"conf/sigmod/AbiteboulBCMM03","Dynamic XML documents with distribution and replication","S Abiteboul, A Bonifati, G Cobena, I Manolescu, T Milo","SIGMOD Conference",2003
"journals/sigmod/Franklin00","Editor's Notes","M Franklin","SIGMOD Record",2000
"conf/sigmod/BabcockCD03","Dynamic Sample Selection for Approximate Query Processing","B Babcock, S Chaudhuri, G Das","SIGMOD Conference",2003
"conf/sigmod/ShenNSHS03","CMVF: A Novel Dimension Reduction Scheme for Efficient Indexing in A Large Image Database","J Shen, A Ngu, J Shepherd, D Huynh, Q Sheng","SIGMOD Conference",2003
"journals/sigmod/WestmannKHM00","The Implementation and Performance of Compressed Databases","T Westmann, D Kossmann, S Helmer, G Moerkotte","SIGMOD Record",2000
"conf/sigmod/BornhovdAKMPR03","DBCache: Middle-tier Database Caching for Highly Scalable e-Business Architectures","C Bornhövd, M Altinel, S Krishnamurthy, C Mohan, H Pirahesh, B Reinwald","SIGMOD Conference",2003
"journals/sigmod/VetterliVS00","Metadata Standards for Data Warehousing: Open Information Model vs. Common Warehouse Metamodel","T Vetterli, A Vaduva, M Staudt","SIGMOD Record",2000
"conf/sigmod/DeHaanTCO03","A Comprehensive XQuery to SQL Translation using Dynamic Interval Encoding","D DeHaan, D Toman, M Consens, M Özsu","SIGMOD Conference",2003
"journals/sigmod/ClementiniF00","Spatial Operators","E Clementini, P Felice","SIGMOD Record",2000
"journals/sigmod/RossAKSSY00","Reminiscences on Influential Papers","N/A","N/A",2000
"conf/sigmod/CranorJSS03","Gigascope: A Stream Database for Network Applications","C Cranor, T Johnson, O Spatscheck, V Shkapenyuk","SIGMOD Conference",2003
"conf/sigmod/Bierman03","Formal semantics and analysis of object queries","G Bierman","SIGMOD Conference",2003
"journals/sigmod/WuY00","Report on Second International Workshop on Advanced Issues of E-Commerce and Web-based Information Systems","N/A","N/A",2000
"journals/sigmod/ArpinarD00","Provision of Market Services for eCo Compliant Electronic Market Places","S Arpinar, A Dogac","SIGMOD Record",2000
"conf/sigmod/SunAA03","Hardware Acceleration for Spatial Selections and Joins","C Sun, D Agrawal, A Abbadi","SIGMOD Conference",2003
"conf/sigmod/ReissK03","A Characterization of the Sensitivity of Query Optimization to Storage Access Cost Parameters","F Reiss, T Kanungo","SIGMOD Conference",2003
"journals/sigmod/KantM00","Workshop on Performance and Architecture of Web Servers (PAWS-2000, held in conjection with SIGMETRICS-2000)","N/A","N/A",2000
"conf/sigmod/LometT03","A Theory of Redo Recovery","D Lomet, M Tuttle","SIGMOD Conference",2003
"journals/sigmod/LudwigG00","Report in ISDO '00: The CAiSE*00 Workshop on Infrastructures for Dynamic Business-to-Business Service Outsourcinga","N/A","N/A",2000
"journals/sigmod/Cruz00","SIGMOD Digital Symposium Collection (DiSC) Editor's Message","N/A","N/A",2000
"conf/sigmod/DeshpandeNGS03","Cache-and-Query for Wide Area Sensor Databases","A Deshpande, S Nath, P Gibbons, S Seshan","SIGMOD Conference",2003
"conf/sigmod/LiBKN03","Composing XSL Transformations with XML Publishing Views","C Li, P Bohannon, H Korth, P Narayan","SIGMOD Conference",2003
"journals/sigmod/Naughton00","SIGMOD'2000 Program Chair's Message","N/A","N/A",2000
"conf/sigmod/PapadiasTFS03","An Optimal and Progressive Algorithm for Skyline Queries","D Papadias, Y Tao, G Fu, B Seeger","SIGMOD Conference",2003
"journals/sigmod/Mendelzon00","Information Director's Message","N/A","N/A",2000
"journals/sigmod/Ley00","SIGMOD Anthology Editor's Message","N/A","N/A",2000
"conf/sigmod/CuiOTS03","Contorting High Dimensional Data for Efficient Main Memory Processing","B Cui, B Ooi, J Su, K Tan","SIGMOD Conference",2003
"journals/sigmod/Snodgrass00a","Chair's Message","N/A","N/A",2000
"conf/sigmod/Stonebraker03","Visionary: A Next Generation Visualization System for Databases","M Stonebraker","SIGMOD Conference",2003
"journals/sigmod/LeeC00","Comparative Analysis of Six XML Schema Languages","D Lee, W Chu","SIGMOD Record",2000
"conf/sigmod/Raghavan03","Extracting and Exploiting Structure in Text Search","P Raghavan","SIGMOD Conference",2003
"journals/sigmod/Hammer00","Treasurer's Message","N/A","N/A",2000
"conf/sigmod/Seshadri03","Building Notification Services with Microsoft SQLServer","P Seshadri","SIGMOD Conference",2003
"journals/sigmod/Ozsoyoglu00","Vice Chair's Message","N/A","N/A",2000
"conf/sigmod/Shivakumar03","Google in a Box - Building the Google Search Appliance","N Shivakumar","SIGMOD Conference",2003
"conf/sigmod/Zeller03","NonStop SQL/MX Publish/Subscribe: Continuous Data Streams in Transaction Processing","H Zeller","SIGMOD Conference",2003
"journals/sigmod/Franklin00a","Editor's Notes","M Franklin","SIGMOD Record",2000
"conf/sigmod/Colliat03","Data Management Challenges in CRM","G Colliat","SIGMOD Conference",2003
"journals/sigmod/PoessF00","New TPC Benchmarks for Decision Support and Web Commerce","M Pöss, C Floyd","SIGMOD Record",2000
"conf/sigmod/GotoK03","Integration of Electronic Tickets and Personal Guide System for Public Transport using Mobile Terminals","K Goto, Y Kambayashi","SIGMOD Conference",2003
"journals/sigmod/Bussche00","Constraint databases: A tutorial introduction","J Bussche","SIGMOD Record",2000
"conf/sigmod/PadmanabhanBMCH03","Multi-Dimensional Clustering: A New Data Layout Scheme in DB2","S Padmanabhan, B Bhattacharjee, T Malkemus, L Cranston, M Huras","SIGMOD Conference",2003
"journals/sigmod/TheodoridisN00","Generating Spatiotemporal Datasets on the WWW","Y Theodoridis, M Nascimento","SIGMOD Record",2000
"journals/sigmod/Halevy00","Theory of Answering Queries Using Views","A Halevy","SIGMOD Record",2000
"conf/sigmod/KriegelBKPS03","Using Sets of Feature Vectors for Similarity Search on Voxelized CAD Objects","H Kriegel, S Brecheisen, P Kröger, M Pfeifle, M Schubert","SIGMOD Conference",2003
"journals/sigmod/RashidS00","Object Database Evolution Using Separation of Concerns","A Rashid, P Sawyer","SIGMOD Record",2000
"conf/sigmod/Aggarwal03","A Framework for Change Diagnosis of Data Streams","C Aggarwal","SIGMOD Conference",2003
"conf/sigmod/ChaudhuriKN03","On Relational Support for XML Publishing: Beyond Sorting and Tagging","S Chaudhuri, R Kaushik, J Naughton","SIGMOD Conference",2003
"journals/sigmod/Jhingran00","Moving up the food chain: Supporting E-Commerce Applications on Databases","A Jhingran","SIGMOD Record",2000
"journals/sigmod/RossIJP00","Reminiscences on Influential Papers","N/A","N/A",2000
"conf/sigmod/KimC03","Qcluster: Relevance Feedback Using Adaptive Clustering for Content-Based Image Retrieval","D Kim, C Chung","SIGMOD Conference",2003
"conf/sigmod/Krishnamurthy03","Oracle XML DB Repository","V Krishnamurthy","SIGMOD Conference",2003
"journals/sigmod/CasatiDS00","VLDB Workshop on Technologies in E-Services (TES)","N/A","N/A",2000
"journals/sigmod/Snodgrass00c","SIGMOD Program Review","N/A","N/A",2000
"conf/sigmod/Pruscino03","Oracle RAC: Architecture and Performance","A Pruscino","SIGMOD Conference",2003
"conf/sigmod/Bosworth03","The Future of Web Services - I","A Bosworth","SIGMOD Conference",2003
"journals/sigmod/PossasMCR00","Using Quantitative Information for Efficient Association Rule Generation","B Pôssas, W Jr., M Carvalho, R Resende","SIGMOD Record",2000
"conf/sigmod/Cabrera03","The Future of Web services - II","F Cabrera","SIGMOD Conference",2003
"journals/sigmod/HasselbringHHKRRS00","Research and Practice in Federated Information Systems, Report of the EFIS '2000 International Workshop","N/A","N/A",2000
"conf/sigmod/GangulyGR03","Processing Set Expressions over Continuous Update Streams","S Ganguly, M Garofalakis, R Rastogi","SIGMOD Conference",2003
"journals/sigmod/Franklin00b","Editor's Notes","M Franklin","SIGMOD Record",2000
"journals/sigmod/YuenCLL00","Cache Invalidation Scheme for Mobile Computing Systems with Real-time Data","J Yuen, E Chan, K Lam, H Leung","SIGMOD Record",2000
"conf/sigmod/ChaudhuriGGM03","Robust and Efficient Fuzzy Match for Online Data Cleaning","S Chaudhuri, K Ganjam, V Ganti, R Motwani","SIGMOD Conference",2003
"conf/sigmod/KementsietsidisAM03","Mapping Data in Peer-to-Peer Systems: Semantics and Algorithmic Issues","A Kementsietsidis, M Arenas, R Miller","SIGMOD Conference",2003
