id,title,director
"<http://dbpedia.org/resource/The_Sinister_Saga_of_Making_%22The_Stunt_Man%22>","The Sinister Saga of Making ""The Stunt Man""","Richard Rush (director)"
"<http://dbpedia.org/resource/Are_You_Ready_for_Love%3F>","Are You Ready for Love?","Helen M Grace"
"<http://dbpedia.org/resource/A_Ride_for_a_Bride>","A Ride for a Bride","George Nichols (actor)"
"<http://dbpedia.org/resource/The_Bandit_of_Brazil>","The Bandit of Brazil","Lima Barreto (director)"
"<http://dbpedia.org/resource/Lady_in_the_Lake>","Lady in the Lake","Robert Montgomery (actor)"
"<http://dbpedia.org/resource/Hot_Lead_and_Cold_Feet>","Hot Lead and Cold Feet","Robert Butler (director)"
"<http://dbpedia.org/resource/One_Touch_of_Venus_%28film%29>","One Touch of Venus (film)","William A. Seiter"
"<http://dbpedia.org/resource/One_Touch_of_Venus_%28film%29>","One Touch of Venus (film)","William A. Seiter"
"<http://dbpedia.org/resource/The_Clan_of_the_Cave_Bear_%28film%29>","The Clan of the Cave Bear (film)","Michael Chapman (cinematographer)"
"<http://dbpedia.org/resource/The_Overlanders_%28film%29>","The Overlanders (film)","Harry Watt (director)"
"<http://dbpedia.org/resource/The_Painted_Veil_%282006_film%29>","The Painted Veil (2006 film)","John Curran (director)"
"<http://dbpedia.org/resource/The_Shoes_of_the_Fisherman>","The Shoes of the Fisherman","Michael Anderson (director)"
"<http://dbpedia.org/resource/The_Emperor%27s_New_Clothes_%282001_film%29>","The Emperor's New Clothes (2001 film)","Alan Taylor (director)"
"<http://dbpedia.org/resource/The_Dukes_of_Hazzard:_Reunion%21>","The Dukes of Hazzard: Reunion!","Lewis Teague (film director)"
"<http://dbpedia.org/resource/The_Song_of_Bernadette_%28film%29>","The Song of Bernadette (film)","Henry King (director)"
"<http://dbpedia.org/resource/Don_Winslow_of_the_Coast_Guard>","Don Winslow of the Coast Guard","Ray Taylor (director)"
"<http://dbpedia.org/resource/Sunny_Side_Up_%28film%29>","Sunny Side Up (film)","David Butler (director)"
"<http://dbpedia.org/resource/It%27s_All_True_%28film%29>","It's All True (film)","Orson Welles"
"<http://dbpedia.org/resource/I_Married_a_Communist_%28film%29>","I Married a Communist (film)","Robert Stevenson (director)"
"<http://dbpedia.org/resource/Kiss_or_Kill_%28film%29>","Kiss or Kill (film)","Bill Bennett (director)"
"<http://dbpedia.org/resource/Captain_Corelli%27s_Mandolin_%28film%29>","Captain Corelli's Mandolin (film)","John Madden (director)"
"<http://dbpedia.org/resource/Wait_Until_Dark_%28film%29>","Wait Until Dark (film)","Terence Young (director)"
"<http://dbpedia.org/resource/Wait_Until_Dark_%28film%29>","Wait Until Dark (film)","Terence Young (director)"
"<http://dbpedia.org/resource/Monty_Python_Live_at_the_Hollywood_Bowl>","Monty Python Live at the Hollywood Bowl","Terry Hughes (film director)"
"<http://dbpedia.org/resource/Was_He_a_Coward%3F>","Was He a Coward?","D. W. Griffith"
"<http://dbpedia.org/resource/The_Sound_of_the_Violin_in_My_Lai>","The Sound of the Violin in My Lai","Tran Van Thuy"
"<http://dbpedia.org/resource/Butch_Cassidy_and_the_Sundance_Kid>","Butch Cassidy and the Sundance Kid","George Roy Hill"
"<http://dbpedia.org/resource/The_Garden_of_Allah_%281927_film%29>","The Garden of Allah (1927 film)","Rex Ingram (director)"
"<http://dbpedia.org/resource/Beauty_and_the_Rogue>","Beauty and the Rogue","Henry King (director)"
"<http://dbpedia.org/resource/Toy_Soldiers_%281991_film%29>","Toy Soldiers (1991 film)","Daniel Petrie, Jr."
"<http://dbpedia.org/resource/Dr._No_%28film%29>","Dr. No (film)","Terence Young (director)"
"<http://dbpedia.org/resource/Dad_for_a_Day>","Dad for a Day","Edward Cahn (director)"
"<http://dbpedia.org/resource/One_Night_in_Eden>","One Night in Eden","David Mallet (director)"
"<http://dbpedia.org/resource/Two_Guys_from_Milwaukee>","Two Guys from Milwaukee","David Butler (director)"
"<http://dbpedia.org/resource/Two_Guys_from_Milwaukee>","Two Guys from Milwaukee","David Butler (director)"
"<http://dbpedia.org/resource/When_the_Sky_Falls>","When the Sky Falls","John Mackenzie (director)"
"<http://dbpedia.org/resource/The_Life_and_Death_of_Peter_Sellers>","The Life and Death of Peter Sellers","Stephen Hopkins (director)"
"<http://dbpedia.org/resource/The_Adventures_of_Sherlock_Holmes_%28film%29>","The Adventures of Sherlock Holmes (film)","Alfred L. Werker"
"<http://dbpedia.org/resource/The_Game_of_Their_Lives_%282002_film%29>","The Game of Their Lives (2002 film)","Daniel Gordon (film director)"
"<http://dbpedia.org/resource/True_Stories_%28film%29>","True Stories (film)","David Byrne (musician)"
"<http://dbpedia.org/resource/The_Green-Eyed_Devil>","The Green-Eyed Devil","James Kirkwood, Sr."
"<http://dbpedia.org/resource/Homeward_Bound_II:_Lost_in_San_Francisco>","Homeward Bound II: Lost in San Francisco","David R. Ellis"
"<http://dbpedia.org/resource/Return_from_Witch_Mountain>","Return from Witch Mountain","John Hough (director)"
"<http://dbpedia.org/resource/The_Two_Brothers_%28film%29>","The Two Brothers (film)","D. W. Griffith"
"<http://dbpedia.org/resource/The_Royal_Mounted_Rides_Again>","The Royal Mounted Rides Again","Ray Taylor (director)"
"<http://dbpedia.org/resource/Rapa_Nui_%28film%29>","Rapa Nui (film)","Kevin Reynolds (director)"
"<http://dbpedia.org/resource/While_the_City_Sleeps_%281928_film%29>","While the City Sleeps (1928 film)","Jack Conway (filmmaker)"
"<http://dbpedia.org/resource/Alien_Nation:_Dark_Horizon>","Alien Nation: Dark Horizon","Kenneth Johnson (producer)"
"<http://dbpedia.org/resource/Ginger_Snaps_%28film%29>","Ginger Snaps (film)","John Fawcett (director)"
"<http://dbpedia.org/resource/Two_Knights_from_Brooklyn>","Two Knights from Brooklyn","Kurt Neumann (director)"
"<http://dbpedia.org/resource/Beauty_and_the_Beast_%282003_film%29>","Beauty and the Beast (2003 film)","David Lister (director)"
"<http://dbpedia.org/resource/In_the_Land_of_the_Head_Hunters>","In the Land of the Head Hunters","Edward S. Curtis"
"<http://dbpedia.org/resource/The_Count_of_Monte_Cristo_%282002_film%29>","The Count of Monte Cristo (2002 film)","Kevin Reynolds (director)"
"<http://dbpedia.org/resource/Pound_%28film%29>","Pound (film)","Robert Downey, Sr."
"<http://dbpedia.org/resource/Twixt_Love_and_Fire>","Twixt Love and Fire","George Nichols (actor)"
"<http://dbpedia.org/resource/Into_the_West_%28film%29>","Into the West (film)","Mike Newell (director)"
"<http://dbpedia.org/resource/Police_Academy_%28film%29>","Police Academy (film)","Hugh Wilson (director)"
"<http://dbpedia.org/resource/Police_Academy_%28film%29>","Police Academy (film)","Hugh Wilson (director)"
"<http://dbpedia.org/resource/Calamity_Jane_%28film%29>","Calamity Jane (film)","David Butler (director)"
"<http://dbpedia.org/resource/The_One_That_Got_Away_%28film%29>","The One That Got Away (film)","Roy Ward Baker"
"<http://dbpedia.org/resource/Lock_Up_%28film%29>","Lock Up (film)","John Flynn (director)"
"<http://dbpedia.org/resource/Hells_Angels_on_Wheels>","Hells Angels on Wheels","Richard Rush (director)"
"<http://dbpedia.org/resource/Conquest_of_the_Planet_of_the_Apes>","Conquest of the Planet of the Apes","J. Lee Thompson"
"<http://dbpedia.org/resource/Boys%27_Night_Out_%28film%29>","Boys' Night Out (film)","Michael Gordon (film director)"
"<http://dbpedia.org/resource/The_Island_of_Dr._Moreau_%281977_film%29>","The Island of Dr. Moreau (1977 film)","Don Taylor (actor)"
"<http://dbpedia.org/resource/Darby_O%27Gill_and_the_Little_People>","Darby O'Gill and the Little People","Robert Stevenson (director)"
"<http://dbpedia.org/resource/Nothing_Else_Matters_%28film%29>","Nothing Else Matters (film)","George Pearson (filmmaker)"
"<http://dbpedia.org/resource/Aliens_in_the_Attic>","Aliens in the Attic","John Schultz (director)"
"<http://dbpedia.org/resource/The_Fox_and_the_Hound>","The Fox and the Hound","Richard Rich (director)"
"<http://dbpedia.org/resource/Welcome_to_the_Rileys>","Welcome to the Rileys","Jake Scott (director)"
"<http://dbpedia.org/resource/Make_a_Million_%28film%29>","Make a Million (film)","Lewis D. Collins"
"<http://dbpedia.org/resource/Secret_Agent_X-9_%281945_serial%29>","Secret Agent X-9 (1945 serial)","Ray Taylor (director)"
"<http://dbpedia.org/resource/Tomorrow_Never_Comes_%28film%29>","Tomorrow Never Comes (film)","Peter Collinson (film director)"
"<http://dbpedia.org/resource/The_True_Story_of_the_Civil_War>","The True Story of the Civil War","Louis Clyde Stoumen"
"<http://dbpedia.org/resource/Gifted_Hands:_The_Ben_Carson_Story>","Gifted Hands: The Ben Carson Story","Thomas Carter (director)"
"<http://dbpedia.org/resource/Knowhutimean%3F_Hey_Vern,_It%27s_My_Family_Album>","Knowhutimean? Hey Vern, It's My Family Album","John R. Cherry III"
"<http://dbpedia.org/resource/Sarah_Silverman:_Jesus_Is_Magic>","Sarah Silverman: Jesus Is Magic","Liam Lynch (musician)"
"<http://dbpedia.org/resource/Anti-Semitism_in_the_21st_Century:_The_Resurgence>","Anti-Semitism in the 21st Century: The Resurgence","Andrew Goldberg (director)"
"<http://dbpedia.org/resource/The_Black_Cauldron_%28film%29>","The Black Cauldron (film)","Richard Rich (director)"
"<http://dbpedia.org/resource/The_Prisoner_or:_How_I_Planned_to_Kill_Tony_Blair>","The Prisoner or: How I Planned to Kill Tony Blair","Michael Tucker (director)"
"<http://dbpedia.org/resource/Pirates_of_the_High_Seas>","Pirates of the High Seas","Thomas Carr (director)"
"<http://dbpedia.org/resource/Creature_from_the_Black_Lagoon>","Creature from the Black Lagoon","Jack Arnold (director)"
"<http://dbpedia.org/resource/The_First_Men_in_the_Moon_%281919_film%29>","The First Men in the Moon (1919 film)","Bruce Gordon (actor/director)"
"<http://dbpedia.org/resource/The_Case_of_the_Velvet_Claws>","The Case of the Velvet Claws","William Clemens (film director)"
"<http://dbpedia.org/resource/The_Girl_in_the_Crowd>","The Girl in the Crowd","Michael Powell (director)"
"<http://dbpedia.org/resource/The_Barretts_of_Wimpole_Street_%281957_film%29>","The Barretts of Wimpole Street (1957 film)","Sidney Franklin (director)"
"<http://dbpedia.org/resource/The_Barretts_of_Wimpole_Street_%281957_film%29>","The Barretts of Wimpole Street (1957 film)","Sidney Franklin (director)"
"<http://dbpedia.org/resource/Bear_Facts_%28film%29>","Bear Facts (film)","Gordon Douglas (director)"
"<http://dbpedia.org/resource/Shattered_Glass_%28film%29>","Shattered Glass (film)","Billy Ray (screenwriter)"
"<http://dbpedia.org/resource/Mr._Moto_Takes_a_Chance>","Mr. Moto Takes a Chance","Norman Foster (director)"
"<http://dbpedia.org/resource/Mr._Moto_Takes_a_Chance>","Mr. Moto Takes a Chance","Norman Foster (director)"
"<http://dbpedia.org/resource/Short_Eyes_%28film%29>","Short Eyes (film)","Robert M. Young (film director)"
"<http://dbpedia.org/resource/Pin_Up_Girl_%28film%29>","Pin Up Girl (film)","H. Bruce Humberstone"
"<http://dbpedia.org/resource/Liz:_The_Elizabeth_Taylor_Story>","Liz: The Elizabeth Taylor Story","Kevin Connor (director)"
"<http://dbpedia.org/resource/Pot_o%27_Gold_%28film%29>","Pot o' Gold (film)","George Marshall (director)"
"<http://dbpedia.org/resource/Is_Anybody_There%3F>","Is Anybody There?","John Crowley (director)"
"<http://dbpedia.org/resource/Is_Anybody_There%3F>","Is Anybody There?","John Crowley (director)"
"<http://dbpedia.org/resource/Jack_of_Diamonds_%281967_film%29>","Jack of Diamonds (1967 film)","Don Taylor (actor)"
"<http://dbpedia.org/resource/The_Attack_of_the_Giant_Moussaka>","The Attack of the Giant Moussaka","Panos H. Koutras"
"<http://dbpedia.org/resource/The_Thief_and_the_Cobbler>","The Thief and the Cobbler","Richard Williams (animator)"
"<http://dbpedia.org/resource/Shoot_Loud,_Louder..._I_Don%27t_Understand>","Shoot Loud, Louder... I Don't Understand","Eduardo De Filippo"
"<http://dbpedia.org/resource/Heart_and_Soul_%28film%29>","Heart and Soul (film)","J. Gordon Edwards"
"<http://dbpedia.org/resource/The_Night_of_Counting_the_Years>","The Night of Counting the Years","Shadi Abdel Salam"
"<http://dbpedia.org/resource/Book_of_Love_%282004_film%29>","Book of Love (2004 film)","Alan Brown (filmmaker)"
"<http://dbpedia.org/resource/The_Wedding_Party_%28film%29>","The Wedding Party (film)","Brian De Palma"
"<http://dbpedia.org/resource/South_of_Tana_River>","South of Tana River","Bent Christensen (director)"
